path,bbox_x1,bbox_x2,bbox_y1,bbox_y2,lab,class_name,car_type
04202.jpg,56,117,474,266,140,Infiniti G Coupe IPL 2012,2
04203.jpg,3,79,239,179,142,Isuzu Ascender SUV 2008,6
04204.jpg,27,73,635,425,79,Chrysler Crossfire Convertible 2008,1
04205.jpg,4,2,265,182,30,BMW 6 Series Convertible 2007,1
04206.jpg,21,172,666,519,171,Plymouth Neon Coupe 1999,2
04207.jpg,17,13,313,226,105,Ford F-450 Super Duty Crew Cab 2012,0
04208.jpg,81,1,447,275,64,Chevrolet Avalanche Crew Cab 2012,0
04209.jpg,107,562,1913,1203,95,Dodge Charger Sedan 2012,5
04210.jpg,56,114,338,323,179,Spyker C8 Coupe 2009,2
04211.jpg,80,141,988,640,95,Dodge Charger Sedan 2012,5
04212.jpg,1,7,270,183,64,Chevrolet Avalanche Crew Cab 2012,0
04213.jpg,8,45,298,145,118,GMC Savana Van 2012,7
04214.jpg,23,63,227,165,118,GMC Savana Van 2012,7
04215.jpg,36,141,558,363,193,Volvo 240 Sedan 1993,5
04216.jpg,30,81,274,163,7,Aston Martin V8 Vantage Convertible 2012,1
04217.jpg,209,167,777,380,143,Jaguar XK XKR 2012,2
04218.jpg,43,117,561,278,58,Chevrolet Camaro Convertible 2012,1
04219.jpg,34,108,595,410,165,Mercedes-Benz Sprinter Van 2012,7
04220.jpg,111,31,554,305,145,Jeep Wrangler SUV 2012,6
04221.jpg,17,30,247,185,72,Chevrolet Malibu Sedan 2007,5
04222.jpg,17,67,307,236,120,GMC Acadia SUV 2012,6
04223.jpg,18,33,437,287,123,HUMMER H3T Crew Cab 2010,0
04224.jpg,17,152,476,367,5,Acura Integra Type R 2001,2
04225.jpg,8,139,605,431,87,Dodge Sprinter Cargo Van 2009,7
04226.jpg,51,77,2462,1622,144,Jeep Patriot SUV 2012,6
04227.jpg,34,38,276,182,76,Chrysler Sebring Convertible 2010,1
04228.jpg,11,47,270,155,180,Suzuki Aerio Sedan 2007,5
04229.jpg,124,75,1069,673,167,Nissan Leaf Hatchback 2012,3
04230.jpg,2,33,778,333,106,Ford Mustang Convertible 2007,1
04231.jpg,14,28,605,489,178,Spyker C8 Convertible 2009,1
04232.jpg,105,99,579,354,101,Ferrari California Convertible 2012,1
04233.jpg,96,66,453,392,115,Ford E-Series Wagon Van 2012,8
04234.jpg,1,103,456,266,73,Chevrolet Silverado 1500 Extended Cab 2012,0
04235.jpg,23,65,637,307,115,Ford E-Series Wagon Van 2012,8
04236.jpg,29,160,668,353,106,Ford Mustang Convertible 2007,1
04237.jpg,143,99,1966,1497,19,Audi S6 Sedan 2011,5
04238.jpg,48,100,446,289,80,Chrysler PT Cruiser Convertible 2008,1
04239.jpg,84,38,585,429,117,GMC Terrain SUV 2012,6
04240.jpg,18,177,778,522,190,Volkswagen Golf Hatchback 1991,3
04241.jpg,58,140,1209,670,14,Audi R8 Coupe 2012,2
04242.jpg,349,88,2212,1429,146,Jeep Liberty SUV 2012,6
04243.jpg,66,128,617,379,42,Bentley Continental GT Coupe 2007,2
04244.jpg,139,172,690,431,1,Acura RL Sedan 2012,5
04245.jpg,23,89,617,479,86,Dodge Ram Pickup 3500 Quad Cab 2009,0
04246.jpg,66,141,739,427,65,Chevrolet Cobalt SS 2010,2
04247.jpg,45,40,644,283,7,Aston Martin V8 Vantage Convertible 2012,1
04248.jpg,18,1,442,225,123,HUMMER H3T Crew Cab 2010,0
04249.jpg,22,5,304,159,67,Chevrolet TrailBlazer SS 2009,6
04250.jpg,28,84,453,282,44,Bugatti Veyron 16.4 Convertible 2009,1
04251.jpg,95,161,558,420,138,Hyundai Elantra Touring Hatchback 2012,3
04252.jpg,62,145,450,422,6,Acura ZDX Hatchback 2012,3
04253.jpg,53,136,557,350,170,Nissan 240SX Coupe 1998,2
04254.jpg,8,63,496,281,158,Mazda Tribute SUV 2011,6
04255.jpg,169,129,414,278,98,FIAT 500 Abarth 2012,2
04256.jpg,7,10,385,353,99,FIAT 500 Convertible 2012,1
04257.jpg,83,185,577,441,131,Hyundai Tucson SUV 2012,6
04258.jpg,14,16,609,461,75,Chrysler Aspen SUV 2009,6
04259.jpg,61,84,974,548,72,Chevrolet Malibu Sedan 2007,5
04260.jpg,36,52,372,218,77,Chrysler Town and Country Minivan 2012,4
04261.jpg,79,131,275,317,99,FIAT 500 Convertible 2012,1
04262.jpg,25,33,483,243,104,Fisker Karma Sedan 2012,5
04263.jpg,41,175,614,399,191,Volkswagen Beetle Hatchback 2012,3
04264.jpg,44,71,594,416,57,Chevrolet Traverse SUV 2012,6
04265.jpg,11,86,615,416,149,Lamborghini Reventon Coupe 2008,2
04266.jpg,23,161,619,458,29,BMW 3 Series Wagon 2012,8
04267.jpg,75,179,564,441,60,Chevrolet Impala Sedan 2007,5
04268.jpg,62,13,666,501,64,Chevrolet Avalanche Crew Cab 2012,0
04269.jpg,39,48,275,180,24,Audi TT RS Coupe 2012,2
04270.jpg,133,51,1081,872,77,Chrysler Town and Country Minivan 2012,4
04271.jpg,8,30,500,325,55,Chevrolet Corvette ZR1 2012,2
04272.jpg,47,113,749,426,188,Toyota 4Runner SUV 2012,6
04273.jpg,61,66,999,696,145,Jeep Wrangler SUV 2012,6
04274.jpg,114,84,967,684,131,Hyundai Tucson SUV 2012,6
04275.jpg,221,577,1736,1340,78,Chrysler 300 SRT-8 2010,5
04276.jpg,34,90,474,240,178,Spyker C8 Convertible 2009,1
04277.jpg,11,30,402,191,185,Toyota Sequoia SUV 2012,6
04278.jpg,177,377,1929,1070,112,Ford F-150 Regular Cab 2012,0
04279.jpg,1,39,243,135,160,Mercedes-Benz 300-Class Convertible 1993,1
04280.jpg,37,72,471,224,58,Chevrolet Camaro Convertible 2012,1
04281.jpg,72,46,261,140,162,Mercedes-Benz SL-Class Coupe 2009,2
04282.jpg,346,229,1567,883,172,Porsche Panamera Sedan 2012,5
04283.jpg,41,28,660,350,95,Dodge Charger Sedan 2012,5
04284.jpg,1,63,619,411,170,Nissan 240SX Coupe 1998,2
04285.jpg,6,30,253,152,71,Chevrolet Monte Carlo Coupe 2007,2
04286.jpg,115,89,591,416,171,Plymouth Neon Coupe 1999,2
04287.jpg,24,41,398,276,159,McLaren MP4-12C Coupe 2012,2
04288.jpg,76,72,926,690,181,Suzuki Kizashi Sedan 2012,5
04289.jpg,48,41,353,241,50,Cadillac CTS-V Sedan 2012,5
04290.jpg,152,140,443,355,116,Ford Fiesta Sedan 2012,5
04291.jpg,29,64,215,173,110,Ford Ranger SuperCab 2011,0
04292.jpg,33,72,540,322,10,Aston Martin Virage Coupe 2012,2
04293.jpg,74,45,996,627,105,Ford F-450 Super Duty Crew Cab 2012,0
04294.jpg,1,8,852,525,35,BMW M6 Convertible 2010,1
04295.jpg,74,224,448,368,152,Lamborghini Diablo Coupe 2001,2
04296.jpg,183,255,963,671,100,Ferrari FF Coupe 2012,2
04297.jpg,231,328,1691,1124,97,Eagle Talon Hatchback 1998,3
04298.jpg,67,152,573,464,154,Land Rover LR2 SUV 2012,6
04299.jpg,12,1,599,385,168,Nissan NV Passenger Van 2012,7
04300.jpg,16,29,241,155,75,Chrysler Aspen SUV 2009,6
04301.jpg,44,18,229,135,156,MINI Cooper Roadster Convertible 2012,1
04302.jpg,42,195,834,429,56,Chevrolet Corvette Ron Fellows Edition Z06 2007,2
04303.jpg,192,581,3976,1791,163,Mercedes-Benz E-Class Sedan 2012,5
04304.jpg,87,54,581,391,171,Plymouth Neon Coupe 1999,2
04305.jpg,23,130,622,441,117,GMC Terrain SUV 2012,6
04306.jpg,1,16,120,94,173,Ram C/V Cargo Van Minivan 2012,4
04307.jpg,6,34,242,124,68,Chevrolet Silverado 2500HD Regular Cab 2012,0
04308.jpg,91,90,874,495,8,Aston Martin V8 Vantage Coupe 2012,2
04309.jpg,16,106,584,379,78,Chrysler 300 SRT-8 2010,5
04310.jpg,29,143,614,423,57,Chevrolet Traverse SUV 2012,6
04311.jpg,27,115,594,391,116,Ford Fiesta Sedan 2012,5
04312.jpg,3,5,485,210,15,Audi V8 Sedan 1994,5
04313.jpg,27,64,250,177,20,Audi S5 Convertible 2012,1
04314.jpg,13,9,294,181,185,Toyota Sequoia SUV 2012,6
04315.jpg,6,62,381,277,160,Mercedes-Benz 300-Class Convertible 1993,1
04316.jpg,74,87,579,262,48,Buick Verano Sedan 2012,5
04317.jpg,53,339,963,744,106,Ford Mustang Convertible 2007,1
04318.jpg,21,15,363,255,85,Dodge Ram Pickup 3500 Crew Cab 2010,0
04319.jpg,15,23,292,163,164,Mercedes-Benz S-Class Sedan 2012,5
04320.jpg,109,14,909,715,153,Land Rover Range Rover SUV 2012,6
04321.jpg,98,15,630,294,62,Chevrolet Sonic Sedan 2012,5
04322.jpg,35,43,445,314,109,Ford Edge SUV 2012,6
04323.jpg,10,13,190,91,30,BMW 6 Series Convertible 2007,1
04324.jpg,24,3,239,179,120,GMC Acadia SUV 2012,6
04325.jpg,26,12,457,272,185,Toyota Sequoia SUV 2012,6
04326.jpg,108,207,897,596,62,Chevrolet Sonic Sedan 2012,5
04327.jpg,59,37,600,369,145,Jeep Wrangler SUV 2012,6
04328.jpg,2,13,221,112,41,Bentley Continental GT Coupe 2012,2
04329.jpg,127,170,476,337,99,FIAT 500 Convertible 2012,1
04330.jpg,72,85,986,646,64,Chevrolet Avalanche Crew Cab 2012,0
04331.jpg,14,126,500,296,97,Eagle Talon Hatchback 1998,3
04332.jpg,64,151,768,405,181,Suzuki Kizashi Sedan 2012,5
04333.jpg,71,37,312,134,179,Spyker C8 Coupe 2009,2
04334.jpg,137,272,654,773,44,Bugatti Veyron 16.4 Convertible 2009,1
04335.jpg,47,58,552,412,184,Tesla Model S Sedan 2012,5
04336.jpg,61,30,969,767,145,Jeep Wrangler SUV 2012,6
04337.jpg,24,73,600,338,140,Infiniti G Coupe IPL 2012,2
04338.jpg,33,67,404,283,4,Acura TSX Sedan 2012,5
04339.jpg,69,206,769,511,35,BMW M6 Convertible 2010,1
04340.jpg,6,46,255,156,90,Dodge Dakota Club Cab 2007,0
04341.jpg,48,34,400,243,90,Dodge Dakota Club Cab 2007,0
04342.jpg,15,39,199,124,107,Ford Freestar Minivan 2007,4
04343.jpg,143,310,915,656,111,Ford GT Coupe 2006,2
04344.jpg,58,124,478,290,187,Toyota Corolla Sedan 2012,5
04345.jpg,172,256,1450,1075,52,Cadillac Escalade EXT Crew Cab 2007,0
04346.jpg,68,95,974,629,78,Chrysler 300 SRT-8 2010,5
04347.jpg,58,94,467,293,161,Mercedes-Benz C-Class Sedan 2012,5
04348.jpg,11,41,615,416,51,Cadillac SRX SUV 2012,6
04349.jpg,33,182,617,386,3,Acura TL Type-S 2008,5
04350.jpg,27,45,628,441,66,Chevrolet Malibu Hybrid Sedan 2010,5
04351.jpg,200,239,1134,695,34,BMW M5 Sedan 2010,5
04352.jpg,179,127,472,333,96,Dodge Charger SRT-8 2009,5
04353.jpg,61,225,968,520,42,Bentley Continental GT Coupe 2007,2
04354.jpg,53,44,684,444,145,Jeep Wrangler SUV 2012,6
04355.jpg,135,253,1115,817,192,Volvo C30 Hatchback 2012,3
04356.jpg,125,134,477,309,51,Cadillac SRX SUV 2012,6
04357.jpg,340,11,1687,1062,24,Audi TT RS Coupe 2012,2
04358.jpg,37,63,267,215,194,Volvo XC90 SUV 2007,6
04359.jpg,66,68,599,306,18,Audi TT Hatchback 2011,3
04360.jpg,9,29,266,154,55,Chevrolet Corvette ZR1 2012,2
04361.jpg,19,40,210,150,195,smart fortwo Convertible 2012,1
04362.jpg,108,81,739,388,159,McLaren MP4-12C Coupe 2012,2
04363.jpg,38,178,603,371,172,Porsche Panamera Sedan 2012,5
04364.jpg,160,289,1009,947,182,Suzuki SX4 Hatchback 2012,3
04365.jpg,47,18,562,355,143,Jaguar XK XKR 2012,2
04366.jpg,96,69,584,303,48,Buick Verano Sedan 2012,5
04367.jpg,24,268,1022,567,104,Fisker Karma Sedan 2012,5
04368.jpg,42,91,636,444,71,Chevrolet Monte Carlo Coupe 2007,2
04369.jpg,108,37,682,555,123,HUMMER H3T Crew Cab 2010,0
04370.jpg,168,201,782,604,62,Chevrolet Sonic Sedan 2012,5
04371.jpg,103,126,561,414,148,Jeep Compass SUV 2012,6
04372.jpg,6,39,257,136,61,Chevrolet Tahoe Hybrid SUV 2012,6
04373.jpg,41,197,695,440,90,Dodge Dakota Club Cab 2007,0
04374.jpg,12,43,639,426,31,BMW X5 SUV 2007,6
04375.jpg,310,167,602,372,36,BMW X3 SUV 2012,6
04376.jpg,4,67,259,152,160,Mercedes-Benz 300-Class Convertible 1993,1
04377.jpg,17,109,626,438,76,Chrysler Sebring Convertible 2010,1
04378.jpg,80,73,706,438,143,Jaguar XK XKR 2012,2
04379.jpg,10,13,234,146,11,Audi RS 4 Convertible 2008,1
04380.jpg,7,91,463,296,16,Audi 100 Sedan 1994,5
04381.jpg,83,129,367,289,75,Chrysler Aspen SUV 2009,6
04382.jpg,42,80,727,420,167,Nissan Leaf Hatchback 2012,3
04383.jpg,1,6,500,240,158,Mazda Tribute SUV 2011,6
04384.jpg,17,55,285,166,174,Rolls-Royce Phantom Drophead Coupe Convertible 2012,1
04385.jpg,53,53,569,371,34,BMW M5 Sedan 2010,5
04386.jpg,37,38,540,245,9,Aston Martin Virage Convertible 2012,1
04387.jpg,35,17,607,437,121,GMC Canyon Extended Cab 2012,0
04388.jpg,41,155,619,416,179,Spyker C8 Coupe 2009,2
04389.jpg,25,28,377,249,84,Dodge Caravan Minivan 1997,4
04390.jpg,69,145,855,581,138,Hyundai Elantra Touring Hatchback 2012,3
04391.jpg,129,74,797,451,147,Jeep Grand Cherokee SUV 2012,6
04392.jpg,32,49,363,222,4,Acura TSX Sedan 2012,5
04393.jpg,139,60,745,465,94,Dodge Durango SUV 2007,6
04394.jpg,17,8,611,443,57,Chevrolet Traverse SUV 2012,6
04395.jpg,68,184,719,467,101,Ferrari California Convertible 2012,1
04396.jpg,59,15,753,465,7,Aston Martin V8 Vantage Convertible 2012,1
04397.jpg,23,24,307,203,110,Ford Ranger SuperCab 2011,0
04398.jpg,721,172,3678,1982,175,Rolls-Royce Ghost Sedan 2012,5
04399.jpg,89,83,219,142,38,Bentley Continental Supersports Conv. Convertible 2012,1
04400.jpg,40,104,587,363,128,Honda Accord Sedan 2012,5
04401.jpg,221,136,425,226,45,Bugatti Veyron 16.4 Coupe 2009,2
04402.jpg,7,88,239,188,99,FIAT 500 Convertible 2012,1
04403.jpg,1,58,300,187,159,McLaren MP4-12C Coupe 2012,2
04404.jpg,37,42,290,201,145,Jeep Wrangler SUV 2012,6
04405.jpg,113,69,500,333,76,Chrysler Sebring Convertible 2010,1
04406.jpg,39,231,486,374,150,Lamborghini Aventador Coupe 2012,2
04407.jpg,164,265,974,548,56,Chevrolet Corvette Ron Fellows Edition Z06 2007,2
04408.jpg,27,135,626,398,74,Chevrolet Silverado 1500 Regular Cab 2012,0
04409.jpg,51,97,563,390,78,Chrysler 300 SRT-8 2010,5
04410.jpg,47,13,463,327,29,BMW 3 Series Wagon 2012,8
04411.jpg,4,70,500,273,159,McLaren MP4-12C Coupe 2012,2
04412.jpg,1,22,188,188,157,Maybach Landaulet Convertible 2012,1
04413.jpg,33,121,695,430,131,Hyundai Tucson SUV 2012,6
04414.jpg,8,48,249,163,64,Chevrolet Avalanche Crew Cab 2012,0
04415.jpg,39,51,546,383,153,Land Rover Range Rover SUV 2012,6
04416.jpg,60,67,582,398,187,Toyota Corolla Sedan 2012,5
04417.jpg,74,13,428,314,177,Scion xD Hatchback 2012,3
04418.jpg,56,38,605,415,160,Mercedes-Benz 300-Class Convertible 1993,1
04419.jpg,14,59,408,290,116,Ford Fiesta Sedan 2012,5
04420.jpg,52,105,432,327,89,Dodge Dakota Crew Cab 2010,0
04421.jpg,36,1,1005,767,153,Land Rover Range Rover SUV 2012,6
04422.jpg,61,97,967,690,145,Jeep Wrangler SUV 2012,6
04423.jpg,29,17,1163,715,161,Mercedes-Benz C-Class Sedan 2012,5
04424.jpg,247,284,892,538,133,Hyundai Sonata Hybrid Sedan 2012,5
04425.jpg,26,49,289,186,94,Dodge Durango SUV 2007,6
04426.jpg,48,13,499,345,141,Infiniti QX56 SUV 2011,6
04427.jpg,268,152,794,362,10,Aston Martin Virage Coupe 2012,2
04428.jpg,2,49,637,405,13,Audi TTS Coupe 2012,2
04429.jpg,108,72,902,412,78,Chrysler 300 SRT-8 2010,5
04430.jpg,19,156,619,327,101,Ferrari California Convertible 2012,1
04431.jpg,37,408,1552,946,86,Dodge Ram Pickup 3500 Quad Cab 2009,0
04432.jpg,114,134,1230,658,187,Toyota Corolla Sedan 2012,5
04433.jpg,116,324,733,602,143,Jaguar XK XKR 2012,2
04434.jpg,80,138,611,357,32,BMW X6 SUV 2012,6
04435.jpg,18,8,620,384,160,Mercedes-Benz 300-Class Convertible 1993,1
04436.jpg,76,4,828,600,181,Suzuki Kizashi Sedan 2012,5
04437.jpg,75,1,603,434,56,Chevrolet Corvette Ron Fellows Edition Z06 2007,2
04438.jpg,135,197,627,436,117,GMC Terrain SUV 2012,6
04439.jpg,66,218,959,711,68,Chevrolet Silverado 2500HD Regular Cab 2012,0
04440.jpg,26,110,621,435,60,Chevrolet Impala Sedan 2007,5
04441.jpg,34,32,872,568,152,Lamborghini Diablo Coupe 2001,2
04442.jpg,4,18,293,207,82,Dodge Caliber Wagon 2012,8
04443.jpg,50,109,947,521,24,Audi TT RS Coupe 2012,2
04444.jpg,75,196,951,915,117,GMC Terrain SUV 2012,6
04445.jpg,81,44,449,273,194,Volvo XC90 SUV 2007,6
04446.jpg,147,157,741,407,103,Ferrari 458 Italia Coupe 2012,2
04447.jpg,5,118,551,293,16,Audi 100 Sedan 1994,5
04448.jpg,26,76,205,159,12,Audi A5 Coupe 2012,2
04449.jpg,35,134,781,431,42,Bentley Continental GT Coupe 2007,2
04450.jpg,9,27,275,157,164,Mercedes-Benz S-Class Sedan 2012,5
04451.jpg,61,407,905,647,159,McLaren MP4-12C Coupe 2012,2
04452.jpg,35,109,601,346,65,Chevrolet Cobalt SS 2010,2
04453.jpg,80,145,443,288,55,Chevrolet Corvette ZR1 2012,2
04454.jpg,61,95,571,326,101,Ferrari California Convertible 2012,1
04455.jpg,94,385,1399,1071,166,Mitsubishi Lancer Sedan 2012,5
04456.jpg,35,123,267,200,14,Audi R8 Coupe 2012,2
04457.jpg,1,74,632,429,168,Nissan NV Passenger Van 2012,7
04458.jpg,21,94,240,184,47,Buick Rainier SUV 2007,6
04459.jpg,46,28,564,370,175,Rolls-Royce Ghost Sedan 2012,5
04460.jpg,109,78,1172,787,129,Hyundai Veloster Hatchback 2012,3
04461.jpg,20,170,598,359,38,Bentley Continental Supersports Conv. Convertible 2012,1
04462.jpg,9,26,617,445,84,Dodge Caravan Minivan 1997,4
04463.jpg,90,139,524,395,57,Chevrolet Traverse SUV 2012,6
04464.jpg,33,104,725,352,101,Ferrari California Convertible 2012,1
04465.jpg,52,43,534,425,176,Rolls-Royce Phantom Sedan 2012,5
04466.jpg,17,41,235,146,142,Isuzu Ascender SUV 2008,6
04467.jpg,9,50,316,186,87,Dodge Sprinter Cargo Van 2009,7
04468.jpg,82,60,445,301,81,Daewoo Nubira Wagon 2002,8
04469.jpg,34,55,233,165,30,BMW 6 Series Convertible 2007,1
04470.jpg,19,49,283,191,4,Acura TSX Sedan 2012,5
04471.jpg,13,493,1944,1395,126,Honda Odyssey Minivan 2007,4
04472.jpg,110,159,352,249,30,BMW 6 Series Convertible 2007,1
04473.jpg,1,97,1015,696,110,Ford Ranger SuperCab 2011,0
04474.jpg,46,30,354,240,138,Hyundai Elantra Touring Hatchback 2012,3
04475.jpg,196,159,739,529,24,Audi TT RS Coupe 2012,2
04476.jpg,29,72,221,144,56,Chevrolet Corvette Ron Fellows Edition Z06 2007,2
04477.jpg,27,134,479,291,92,Dodge Challenger SRT8 2011,2
04478.jpg,21,66,251,174,53,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,0
04479.jpg,33,58,242,148,188,Toyota 4Runner SUV 2012,6
04480.jpg,199,329,1349,829,23,Audi S4 Sedan 2007,5
04481.jpg,33,73,545,377,124,HUMMER H2 SUT Crew Cab 2009,0
04482.jpg,22,88,479,312,3,Acura TL Type-S 2008,5
04483.jpg,136,2,760,379,118,GMC Savana Van 2012,7
04484.jpg,35,79,271,185,4,Acura TSX Sedan 2012,5
04485.jpg,21,39,268,156,96,Dodge Charger SRT-8 2009,5
04486.jpg,60,166,614,425,1,Acura RL Sedan 2012,5
04487.jpg,20,95,615,450,37,BMW Z4 Convertible 2012,1
04488.jpg,29,53,284,194,174,Rolls-Royce Phantom Drophead Coupe Convertible 2012,1
04489.jpg,26,109,611,384,81,Daewoo Nubira Wagon 2002,8
04490.jpg,20,69,629,402,172,Porsche Panamera Sedan 2012,5
04491.jpg,81,58,1550,1069,139,Hyundai Azera Sedan 2012,5
04492.jpg,13,76,488,283,140,Infiniti G Coupe IPL 2012,2
04493.jpg,18,27,332,206,7,Aston Martin V8 Vantage Convertible 2012,1
04494.jpg,128,115,506,358,8,Aston Martin V8 Vantage Coupe 2012,2
04495.jpg,39,74,233,180,7,Aston Martin V8 Vantage Convertible 2012,1
04496.jpg,154,313,949,513,111,Ford GT Coupe 2006,2
04497.jpg,63,105,396,353,11,Audi RS 4 Convertible 2008,1
04498.jpg,134,41,553,300,177,Scion xD Hatchback 2012,3
04499.jpg,141,47,500,218,131,Hyundai Tucson SUV 2012,6
04500.jpg,35,124,211,179,28,BMW 3 Series Sedan 2012,5
04501.jpg,29,24,467,335,185,Toyota Sequoia SUV 2012,6
04502.jpg,29,68,494,279,65,Chevrolet Cobalt SS 2010,2
04503.jpg,26,31,381,251,129,Hyundai Veloster Hatchback 2012,3
04504.jpg,31,113,411,295,121,GMC Canyon Extended Cab 2012,0
04505.jpg,10,4,348,165,27,BMW 1 Series Coupe 2012,2
04506.jpg,478,286,1534,979,62,Chevrolet Sonic Sedan 2012,5
04507.jpg,2,40,300,151,114,Ford Focus Sedan 2007,5
04508.jpg,187,132,453,346,134,Hyundai Elantra Sedan 2007,5
04509.jpg,105,52,356,210,8,Aston Martin V8 Vantage Coupe 2012,2
04510.jpg,107,109,444,255,8,Aston Martin V8 Vantage Coupe 2012,2
04511.jpg,107,261,893,610,3,Acura TL Type-S 2008,5
04512.jpg,23,91,620,373,76,Chrysler Sebring Convertible 2010,1
04513.jpg,21,31,382,228,109,Ford Edge SUV 2012,6
04514.jpg,65,111,402,396,190,Volkswagen Golf Hatchback 1991,3
04515.jpg,6,42,493,296,153,Land Rover Range Rover SUV 2012,6
04516.jpg,257,42,585,223,158,Mazda Tribute SUV 2011,6
04517.jpg,4,80,247,156,151,Lamborghini Gallardo LP 570-4 Superleggera 2012,2
04518.jpg,42,85,379,291,120,GMC Acadia SUV 2012,6
04519.jpg,42,39,254,143,38,Bentley Continental Supersports Conv. Convertible 2012,1
04520.jpg,78,24,621,265,125,Honda Odyssey Minivan 2012,4
04521.jpg,217,565,1366,979,111,Ford GT Coupe 2006,2
04522.jpg,33,81,580,333,96,Dodge Charger SRT-8 2009,5
04523.jpg,49,45,597,338,103,Ferrari 458 Italia Coupe 2012,2
04524.jpg,24,64,278,223,141,Infiniti QX56 SUV 2011,6
04525.jpg,2,5,395,198,81,Daewoo Nubira Wagon 2002,8
04526.jpg,103,74,937,557,190,Volkswagen Golf Hatchback 1991,3
04527.jpg,232,295,947,636,36,BMW X3 SUV 2012,6
04528.jpg,14,27,391,171,97,Eagle Talon Hatchback 1998,3
04529.jpg,17,66,632,363,164,Mercedes-Benz S-Class Sedan 2012,5
04530.jpg,4,23,393,268,138,Hyundai Elantra Touring Hatchback 2012,3
04531.jpg,27,103,753,361,42,Bentley Continental GT Coupe 2007,2
04532.jpg,99,176,536,376,141,Infiniti QX56 SUV 2011,6
04533.jpg,51,377,971,644,11,Audi RS 4 Convertible 2008,1
04534.jpg,27,73,555,330,194,Volvo XC90 SUV 2007,6
04535.jpg,21,46,602,370,134,Hyundai Elantra Sedan 2007,5
04536.jpg,111,77,439,332,116,Ford Fiesta Sedan 2012,5
04537.jpg,160,203,1363,810,13,Audi TTS Coupe 2012,2
04538.jpg,28,165,1005,551,193,Volvo 240 Sedan 1993,5
04539.jpg,18,118,325,221,71,Chevrolet Monte Carlo Coupe 2007,2
04540.jpg,307,278,1279,892,143,Jaguar XK XKR 2012,2
04541.jpg,182,124,477,325,95,Dodge Charger Sedan 2012,5
04542.jpg,10,48,483,295,170,Nissan 240SX Coupe 1998,2
04543.jpg,456,363,1433,905,95,Dodge Charger Sedan 2012,5
04544.jpg,18,18,328,190,0,AM General Hummer SUV 2000,6
04545.jpg,95,98,1132,589,101,Ferrari California Convertible 2012,1
04546.jpg,369,251,945,529,191,Volkswagen Beetle Hatchback 2012,3
04547.jpg,28,67,240,233,29,BMW 3 Series Wagon 2012,8
04548.jpg,68,66,264,174,26,BMW 1 Series Convertible 2012,1
04549.jpg,37,143,559,309,16,Audi 100 Sedan 1994,5
04550.jpg,15,85,289,190,50,Cadillac CTS-V Sedan 2012,5
04551.jpg,27,19,727,298,27,BMW 1 Series Coupe 2012,2
04552.jpg,57,114,432,291,9,Aston Martin Virage Convertible 2012,1
04553.jpg,40,226,768,490,47,Buick Rainier SUV 2007,6
04554.jpg,61,158,535,350,154,Land Rover LR2 SUV 2012,6
04555.jpg,50,74,606,360,186,Toyota Camry Sedan 2012,5
04556.jpg,25,48,252,178,47,Buick Rainier SUV 2007,6
04557.jpg,23,50,583,381,141,Infiniti QX56 SUV 2011,6
04558.jpg,39,130,661,454,118,GMC Savana Van 2012,7
04559.jpg,235,36,678,298,118,GMC Savana Van 2012,7
04560.jpg,33,65,453,303,58,Chevrolet Camaro Convertible 2012,1
04561.jpg,9,64,295,165,128,Honda Accord Sedan 2012,5
04562.jpg,5,10,497,335,179,Spyker C8 Coupe 2009,2
04563.jpg,47,62,390,249,124,HUMMER H2 SUT Crew Cab 2009,0
04564.jpg,47,38,355,227,117,GMC Terrain SUV 2012,6
04565.jpg,17,167,781,430,65,Chevrolet Cobalt SS 2010,2
04566.jpg,5,54,248,166,53,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,0
04567.jpg,14,27,590,208,17,Audi 100 Wagon 1994,8
04568.jpg,1,7,300,170,176,Rolls-Royce Phantom Sedan 2012,5
04569.jpg,189,216,488,374,176,Rolls-Royce Phantom Sedan 2012,5
04570.jpg,200,150,901,515,166,Mitsubishi Lancer Sedan 2012,5
04571.jpg,28,71,411,278,116,Ford Fiesta Sedan 2012,5
04572.jpg,3,122,550,333,81,Daewoo Nubira Wagon 2002,8
04573.jpg,24,85,341,252,185,Toyota Sequoia SUV 2012,6
04574.jpg,32,117,356,231,121,GMC Canyon Extended Cab 2012,0
04575.jpg,7,227,545,409,104,Fisker Karma Sedan 2012,5
04576.jpg,4,38,191,133,38,Bentley Continental Supersports Conv. Convertible 2012,1
04577.jpg,33,141,606,333,178,Spyker C8 Convertible 2009,1
04578.jpg,21,18,492,316,0,AM General Hummer SUV 2000,6
04579.jpg,31,43,274,184,126,Honda Odyssey Minivan 2007,4
04580.jpg,21,34,482,285,23,Audi S4 Sedan 2007,5
04581.jpg,298,331,1411,883,19,Audi S6 Sedan 2011,5
04582.jpg,400,125,760,422,182,Suzuki SX4 Hatchback 2012,3
04583.jpg,6,117,606,406,184,Tesla Model S Sedan 2012,5
04584.jpg,49,59,581,364,30,BMW 6 Series Convertible 2007,1
04585.jpg,55,355,1333,1135,112,Ford F-150 Regular Cab 2012,0
04586.jpg,19,74,490,341,114,Ford Focus Sedan 2007,5
